Date,Close/Last,
08/14/2020,$342.06,76
08/17/2020,$339.76,77
08/18/2020,$337.60,78
08/19/2020,$337.91,79
08/20/2020,$336.67,80
08/21/2020,$337.86,81
08/24/2020,$344.42,82
08/25/2020,$343.00,83
08/26/2020,$341.41,84
08/27/2020,$348.99,85
08/28/2020,$344.75,86
08/31/2020,$342.61,87
09/01/2020,$340.38,88
09/02/2020,$348.36,89
09/03/2020,$342.23,90
09/04/2020,$339.03,91
09/08/2020,$334.56,92
09/09/2020,$339.41,93
09/10/2020,$330.02,94
09/11/2020,$338.88,95
09/14/2020,$338.45,96
09/15/2020,$338.02,97
09/16/2020,$343.47,98
09/17/2020,$343.84,99
09/18/2020,$341.50,100
09/21/2020,$325.89,101
09/22/2020,$332.80,102
09/23/2020,$328.06,103
09/24/2020,$324.72,104
09/25/2020,$328.00,105
09/28/2020,$329.52,106
09/29/2020,$325.28,107
09/30/2020,$315.49,108
10/01/2020,$311.81,109
10/02/2020,$313.95,110
10/05/2020,$312.18,111
10/06/2020,$308.97,112
10/07/2020,$313.89,113
10/08/2020,$319.68,114
10/09/2020,$315.28,115
10/12/2020,$316.59,116
10/13/2020,$312.60,117
10/14/2020,$314.89,118
10/15/2020,$314.82,119
10/16/2020,$316.24,120
10/19/2020,$311.33,121
10/20/2020,$309.05,122
10/21/2020,$308.37,123
10/22/2020,$302.99,124
10/23/2020,$308.43,125
10/26/2020,$309.84,126
10/27/2020,$302.12,127
10/28/2020,$293.66,128
10/29/2020,$292.39,129
10/30/2020,$289.82,130
11/02/2020,$296.63,131
11/03/2020,$304.82,132
11/04/2020,$315.64,133
11/05/2020,$307.40,134
11/06/2020,$301.36,135
11/09/2020,$301.28,136
11/10/2020,$314.51,137
11/11/2020,$309.96,138
11/12/2020,$306.23,139
11/13/2020,$311.71,140
11/16/2020,$312.73,141
11/17/2020,$312.63,142
11/18/2020,$310.60,143
11/19/2020,$309.48,144
11/20/2020,$306.42,145
11/23/2020,$306.49,146
11/24/2020,$309.98,147
11/25/2020,$312.26,148
11/27/2020,$306.03,149
11/30/2020,$302.26,150
12/01/2020,$301.10,151
12/02/2020,$298.77,152
12/03/2020,$303.43,153
12/04/2020,$307.23,154
12/07/2020,$301.00,155
12/08/2020,$301.96,156
12/09/2020,$303.73,157
12/10/2020,$298.43,158
12/11/2020,$300.57,159
12/14/2020,$298.00,160
12/15/2020,$298.51,161
12/16/2020,$302.01,162
12/17/2020,$300.68,163
12/18/2020,$303.13,164
12/21/2020,$297.61,165
12/22/2020,$296.32,166
12/23/2020,$300.66,167
12/24/2020,$299.60,168
12/28/2020,$303.02,169
12/29/2020,$300.99,170
12/30/2020,$302.61,171
12/31/2020,$304.72,172
01/04/2021,$294.76,173
01/05/2021,$296.59,174
01/06/2021,$299.14,175
01/07/2021,$292.58,176
01/08/2021,$288.33,177
01/11/2021,$294.74,178
01/12/2021,$297.54,179
01/13/2021,$299.46,180
01/14/2021,$303.02,181
01/15/2021,$300.75,182
01/19/2021,$298.02,183
01/20/2021,$298.78,184
01/21/2021,$296.87,185
01/22/2021,$298.16,186
01/25/2021,$299.35,187
01/26/2021,$293.11,188
01/27/2021,$292.24,189
01/28/2021,$293.03,190
01/29/2021,$286.61,191
02/01/2021,$292.31,192
02/02/2021,$300.00,193
02/03/2021,$300.74,194
02/04/2021,$301.85,195
02/05/2021,$298.79,196
02/08/2021,$300.13,197
02/09/2021,$303.78,198
02/10/2021,$303.63,199
02/11/2021,$299.63,200
02/12/2021,$297.36,201
02/16/2021,$290.88,202
02/17/2021,$297.18,203
02/18/2021,$297.86,204
02/19/2021,$297.24,205
02/22/2021,$297.94,206
02/23/2021,$298.68,207
02/24/2021,$301.73,208
02/25/2021,$301.89,209
02/26/2021,$291.66,210
03/01/2021,$293.46,211
03/02/2021,$298.78,212
03/03/2021,$299.10,213
03/04/2021,$297.51,214
03/05/2021,$300.91,215
03/08/2021,$305.62,216
03/09/2021,$298.30,217
03/10/2021,$300.00,218
03/11/2021,$299.41,219
03/12/2021,$301.79,220
03/15/2021,$305.74,221
03/16/2021,$305.84,222
03/17/2021,$310.57,223
03/18/2021,$314.94,224
03/19/2021,$308.65,225
03/22/2021,$314.21,226
03/23/2021,$314.14,227
03/24/2021,$316.03,228
03/25/2021,$321.19,229
03/26/2021,$319.02,230
03/29/2021,$323.15,231
03/30/2021,$322.68,232
03/31/2021,$323.64,233
04/01/2021,$322.24,234
04/05/2021,$330.65,235
04/06/2021,$331.16,236
04/07/2021,$333.97,237
04/08/2021,$336.12,238
04/09/2021,$339.95,239
04/12/2021,$340.69,240
04/13/2021,$338.61,241
04/14/2021,$341.82,242
04/15/2021,$344.59,243
04/16/2021,$346.43,244
04/19/2021,$344.64,245
04/20/2021,$345.14,246
04/21/2021,$345.52,247
04/22/2021,$343.43,248
04/23/2021,$342.04,249
04/26/2021,$337.80,250
04/27/2021,$339.87,251
04/28/2021,$338.37,252
04/29/2021,$352.22,253
04/30/2021,$354.44,254
05/03/2021,$361.00,255
05/04/2021,$368.12,256
05/05/2021,$372.99,257
05/06/2021,$370.05,258
05/07/2021,$370.63,259
05/10/2021,$373.80,260
05/11/2021,$368.30,261
05/12/2021,$363.15,262
05/13/2021,$370.06,263
05/14/2021,$371.61,264
05/17/2021,$372.87,265
05/18/2021,$368.62,266
05/19/2021,$370.90,267
05/20/2021,$371.96,268
05/21/2021,$370.46,269
05/24/2021,$372.18,270
05/25/2021,$369.99,271
05/26/2021,$366.72,272
05/27/2021,$370.46,273
05/28/2021,$365.87,274
06/01/2021,$365.62,275
06/02/2021,$367.21,276
06/03/2021,$366.51,277
06/04/2021,$377.51,278
06/07/2021,$371.84,279
06/08/2021,$371.11,280
06/09/2021,$372.60,281
06/10/2021,$372.51,282
06/11/2021,$375.06,283
06/14/2021,$372.23,284
06/15/2021,$375.00,285
06/16/2021,$372.21,286
06/17/2021,$368.70,287
06/18/2021,$367.19,288
06/21/2021,$373.29,289
06/22/2021,$372.57,290
06/23/2021,$370.28,291
06/24/2021,$369.68,292
06/25/2021,$373.31,293
06/28/2021,$370.21,294
06/29/2021,$360.31,295
06/30/2021,$363.43,296
07/01/2021,$367.62,297
07/02/2021,$369.20,298
07/06/2021,$367.65,299
